id,company_name,signal_type,source,source_url,product_match,sector,score,confidence,keywords_summary,territory,sales_officer,keywords_matched,raw_data,discovered_at,status,notes
242,Bharat Petroleum Corp Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4849294,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for paint production - 5000 KL"", ""location"": ""Gujarat""}",2025-06-28 00:00:00,NEW,
591,Larsen & Toubro Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8607587,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for equipment operation - 5000 KL"", ""location"": ""Jharkhand""}",2025-06-11 00:00:00,NEW,
334,Border Roads Organisation,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/2593353,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for textile processing - 5000 KL"", ""location"": ""Andhra Pradesh""}",2025-06-04 00:00:00,NEW,
189,Reliance Industries Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/1335504,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for equipment operation - 2000 MT"", ""location"": ""West Bengal""}",2025-05-19 00:00:00,NEW,
491,Gujarat State Petronet Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/1329471,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for paint production - 2000 MT"", ""location"": ""Tamil Nadu""}",2025-05-18 00:00:00,NEW,
127,Grasim Industries Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/2686314,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for paint production - 1000 KL"", ""location"": ""Uttar Pradesh""}",2025-05-13 00:00:00,NEW,
388,National Highways Authority of India,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/6995865,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for paint production - 5000 KL"", ""location"": ""Haryana""}",2025-05-04 00:00:00,NEW,
587,Ultratech Cement Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/1571863,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for industrial use - 2000 MT"", ""location"": ""Andhra Pradesh""}",2025-05-01 00:00:00,NEW,
268,JSW Steel Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/6767511,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for industrial use - 500 MT"", ""location"": ""Uttar Pradesh""}",2025-04-30 00:00:00,NEW,
142,Shapoorji Pallonji,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8284610,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for power generation - 500 MT"", ""location"": ""Chhattisgarh""}",2025-04-14 00:00:00,NEW,
415,Hindalco Industries,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4672032,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for road construction - 1000 KL"", ""location"": ""Maharashtra""}",2025-04-09 00:00:00,NEW,
258,ACC Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/5295674,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for textile processing - 1000 KL"", ""location"": ""Karnataka""}",2025-03-28 00:00:00,NEW,
567,Adani Power Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/9696414,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for paint production - 500 MT"", ""location"": ""Rajasthan""}",2025-03-28 00:00:00,NEW,
541,NTPC Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/5810529,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for textile processing - 5000 KL"", ""location"": ""Uttar Pradesh""}",2025-03-04 00:00:00,NEW,
126,Bharat Petroleum Corp Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/5093835,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for road construction - 500 MT"", ""location"": ""Haryana""}",2025-02-27 00:00:00,NEW,
503,Tata Steel Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/1823141,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for power generation - 5000 KL"", ""location"": ""Jharkhand""}",2025-02-26 00:00:00,NEW,
25,JSW Steel Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8791773,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for road construction - 2000 MT"", ""location"": ""Maharashtra""}",2025-02-22 00:00:00,NEW,
572,Century Textiles,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/9226029,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for road construction - 1000 KL"", ""location"": ""West Bengal""}",2025-02-17 00:00:00,NEW,
247,Hindalco Industries,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/4736967,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for textile processing - 500 MT"", ""location"": ""Maharashtra""}",2025-02-10 00:00:00,NEW,
209,Bharat Petroleum Corp Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8220922,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for textile processing - 2000 MT"", ""location"": ""Uttar Pradesh""}",2025-02-09 00:00:00,NEW,
91,Shapoorji Pallonji,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8052069,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for industrial use - 2000 MT"", ""location"": ""Punjab""}",2025-01-30 00:00:00,NEW,
376,Grasim Industries Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/5809747,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for equipment operation - 5000 KL"", ""location"": ""Maharashtra""}",2025-01-24 00:00:00,NEW,
418,Arvind Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/7100297,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for road construction - 1000 KL"", ""location"": ""West Bengal""}",2025-01-23 00:00:00,NEW,
570,Century Textiles,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/2789016,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for industrial use - 2000 MT"", ""location"": ""Delhi""}",2025-01-08 00:00:00,NEW,
516,National Highways Authority of India,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/7697754,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for power generation - 500 MT"", ""location"": ""Jharkhand""}",2025-01-04 00:00:00,NEW,
470,Gujarat State Petronet Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/2033476,Furnace Oil,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Furnace Oil [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Furnace Oil""]}","{""description"": ""NIT for supply of Furnace Oil for textile processing - 2000 MT"", ""location"": ""Rajasthan""}",2025-01-01 00:00:00,NEW,
493,Vedanta Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/5374534,HSD,Industrial,69.0,95.0,"HSD Storage Tank [industrial_machinery] | Procurement of, Expansion [regulatory_events] | HSD [commodities]",Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of"", ""Expansion""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for expansion project"", ""location"": ""West Bengal""}",2025-11-29 00:00:00,NEW,
8,JSW Steel Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/3659613,HSD,Industrial,69.0,95.0,"HSD Storage Tank [industrial_machinery] | Procurement of, Expansion [regulatory_events] | HSD [commodities]",Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of"", ""Expansion""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for expansion project"", ""location"": ""Madhya Pradesh""}",2025-06-26 00:00:00,NEW,
24,Century Textiles,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8211706,HSD,Industrial,69.0,95.0,"HSD Storage Tank [industrial_machinery] | Procurement of, Expansion [regulatory_events] | HSD [commodities]",Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of"", ""Expansion""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for expansion project"", ""location"": ""Uttar Pradesh""}",2025-01-31 00:00:00,NEW,
501,Border Roads Organisation,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/3045342,HSD,Industrial,65.0,95.0,HSD Storage Tank [industrial_machinery] | Procurement of [regulatory_events] | HSD [commodities],Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for new facility"", ""location"": ""Maharashtra""}",2025-11-26 00:00:00,NEW,
