id,company_name,signal_type,source,source_url,product_match,sector,score,confidence,keywords_summary,territory,sales_officer,keywords_matched,raw_data,discovered_at,status,notes
25,JSW Steel Ltd,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8791773,Bitumen,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Bitumen, VG-30 [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Bitumen"", ""VG-30""]}","{""description"": ""NIT for supply of VG-30 Bitumen for road construction - 2000 MT"", ""location"": ""Maharashtra""}",2025-02-22 00:00:00,NEW,
97,National Highways Authority of India,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8841815,JBO,Industrial,70.0,60.0,"NIT, Supply of [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""]}","{""description"": ""NIT for supply of Jute Batching Oil for paint production - 5000 KL"", ""location"": ""Maharashtra""}",2025-02-20 00:00:00,NEW,
91,Shapoorji Pallonji,Government Tender,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8052069,HSD,Industrial,70.0,95.0,"NIT, Supply of [regulatory_events] | Diesel, HSD [commodities]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Supply of""], ""commodities"": [""Diesel"", ""HSD""]}","{""description"": ""NIT for supply of HSD (Diesel) for industrial use - 2000 MT"", ""location"": ""Punjab""}",2025-01-30 00:00:00,NEW,
89,Tata Steel Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8080660,Furnace Oil,Industrial,69.0,60.0,Procurement of [regulatory_events],Unassigned,,"{""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of Industrial Boilers for backup power"", ""location"": ""Gujarat""}",2025-07-22 00:00:00,NEW,
8,JSW Steel Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/3659613,HSD,Industrial,69.0,95.0,"HSD Storage Tank [industrial_machinery] | Procurement of, Expansion [regulatory_events] | HSD [commodities]",Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of"", ""Expansion""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for expansion project"", ""location"": ""Madhya Pradesh""}",2025-06-26 00:00:00,NEW,
77,Hindalco Industries,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/5791784,Furnace Oil,Industrial,69.0,60.0,"Procurement of, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""Procurement of"", ""Expansion""]}","{""description"": ""Procurement of Industrial Boilers for expansion project"", ""location"": ""Tamil Nadu""}",2025-05-24 00:00:00,NEW,
95,Tata Steel Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8604847,HSD,Industrial,69.0,60.0,"DG Set, 500 KVA [industrial_machinery] | Procurement of, Expansion [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""DG Set"", ""500 KVA""], ""regulatory_events"": [""Procurement of"", ""Expansion""]}","{""description"": ""Procurement of 500 KVA DG Sets for expansion project"", ""location"": ""Uttar Pradesh""}",2025-04-12 00:00:00,NEW,
43,Hindalco Industries,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/9280267,Furnace Oil,Industrial,69.0,60.0,"Captive Power Plant [industrial_machinery] | Procurement of, Expansion [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""Captive Power Plant""], ""regulatory_events"": [""Procurement of"", ""Expansion""]}","{""description"": ""Procurement of Captive Power Plant equipment for expansion project"", ""location"": ""Haryana""}",2025-02-09 00:00:00,NEW,
24,Century Textiles,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8211706,HSD,Industrial,69.0,95.0,"HSD Storage Tank [industrial_machinery] | Procurement of, Expansion [regulatory_events] | HSD [commodities]",Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of"", ""Expansion""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for expansion project"", ""location"": ""Uttar Pradesh""}",2025-01-31 00:00:00,NEW,
76,Arvind Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/3120089,Furnace Oil,Industrial,69.0,60.0,"Captive Power Plant [industrial_machinery] | Procurement of, Expansion [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""Captive Power Plant""], ""regulatory_events"": [""Procurement of"", ""Expansion""]}","{""description"": ""Procurement of Captive Power Plant equipment for expansion project"", ""location"": ""Chhattisgarh""}",2025-01-01 00:00:00,NEW,
113,Ambuja Cements Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/535430_113.pdf,,Industrial,67.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new steel plant at Andhra Pradesh"", ""location"": ""Andhra Pradesh"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2025-12-22 00:00:00,NEW,
38,Reliance Industries Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/528805_37.pdf,,Industrial,67.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new steel plant at Chhattisgarh"", ""location"": ""Chhattisgarh"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2025-07-23 00:00:00,NEW,
118,Reliance Industries Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/566058_118.pdf,,Industrial,67.5,50.0,Expansion [regulatory_events],South Region,SO_SOUTH_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new steel plant at Tamil Nadu"", ""location"": ""Tamil Nadu"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2025-05-12 00:00:00,NEW,
112,Delhi Metro Rail Corporation,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/590577_112.pdf,,Industrial,67.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new steel plant at Madhya Pradesh"", ""location"": ""Madhya Pradesh"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2025-01-31 00:00:00,NEW,
94,NTPC Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/8335878,HSD,Industrial,65.0,60.0,"DG Set, 500 KVA [industrial_machinery] | Procurement of [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""DG Set"", ""500 KVA""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of 500 KVA DG Sets for maintenance operations"", ""location"": ""Punjab""}",2025-11-08 00:00:00,NEW,
103,Larsen & Toubro Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/7357348,Furnace Oil,Industrial,65.0,60.0,Captive Power Plant [industrial_machinery] | Procurement of [regulatory_events],Unassigned,,"{""industrial_machinery"": [""Captive Power Plant""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of Captive Power Plant equipment for maintenance operations"", ""location"": ""Maharashtra""}",2025-09-29 00:00:00,NEW,
42,Indian Oil Corporation Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/1016225,HSD,Industrial,65.0,60.0,"DG Set, 500 KVA [industrial_machinery] | Procurement of [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""DG Set"", ""500 KVA""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of 500 KVA DG Sets for maintenance operations"", ""location"": ""Rajasthan""}",2025-09-27 00:00:00,NEW,
67,Grasim Industries Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/5574430,HSD,Industrial,65.0,60.0,"DG Set, 500 KVA [industrial_machinery] | Procurement of [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""DG Set"", ""500 KVA""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of 500 KVA DG Sets for maintenance operations"", ""location"": ""Odisha""}",2025-08-24 00:00:00,NEW,
12,Arvind Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/7354965,Furnace Oil,Industrial,65.0,60.0,Captive Power Plant [industrial_machinery] | Procurement of [regulatory_events],Unassigned,,"{""industrial_machinery"": [""Captive Power Plant""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of Captive Power Plant equipment for new facility"", ""location"": ""Haryana""}",2025-05-16 00:00:00,NEW,
50,Bharat Petroleum Corp Ltd,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/7780584,HSD,Industrial,65.0,60.0,"DG Set, 500 KVA [industrial_machinery] | Procurement of [regulatory_events]",Unassigned,,"{""industrial_machinery"": [""DG Set"", ""500 KVA""], ""regulatory_events"": [""Procurement of""]}","{""description"": ""Procurement of 500 KVA DG Sets for maintenance operations"", ""location"": ""Karnataka""}",2025-03-08 00:00:00,NEW,
34,Shapoorji Pallonji,PSU Procurement,GeM,https://market.gem.gov.in/ra/bids/GEM/2026/B/9106667,HSD,Industrial,65.0,95.0,HSD Storage Tank [industrial_machinery] | Procurement of [regulatory_events] | HSD [commodities],Unassigned,,"{""industrial_machinery"": [""HSD Storage Tank""], ""regulatory_events"": [""Procurement of""], ""commodities"": [""HSD""]}","{""description"": ""Procurement of HSD Storage Tanks for backup power"", ""location"": ""Punjab""}",2025-03-02 00:00:00,NEW,
125,Apex Infra Developers Ltd,New Company Registration,MCA,https://www.zaubacorp.com/company/APEX-INFRA,Bitumen & HSD,Infrastructure,63.0,75.0,No keywords,Unassigned,,{},"{""authorized_capital_cr"": 25.0, ""main_objects"": ""To carry on the business of infrastructure development, road construction, highway projects, and real estate development."", ""registration_date"": ""2026-01-25"", ""inferred_needs"": [""Construction Machinery""]}",2026-02-08 09:10:03.581881,NEW,
122,Aarti Industries,Credit Rating Rationale,CARE,https://www.careratings.com/aarti,Furnace Oil & LDO,Chemicals,63.0,90.0,No keywords,West Region,SO_WEST_01,{},"{""full_rationale"": ""The bank facilities are rated for the upcoming greenfield project in Gujarat. The chemical manufacturing unit calls for installation of new thermic fluid heaters and boilers."", ""loan_purpose"": ""New Project / Greenfield Expansion"", ""fuel_signals"": [{""signal"": ""Greenfield Project"", ""product"": ""Furnace Oil & LDO"", ""reason"": ""New manufacturing unit requires initial heating/power""}], ""derived_products"": [""Furnace Oil & LDO""]}",2026-02-08 09:10:03.555147,NEW,
121,Balrampur Chini Mills,Credit Rating Rationale,ICRA,https://www.icra.in/ratings/balrampur,Furnace Oil & LDO,Agro-Processing,63.0,90.0,No keywords,Unassigned,,{},"{""full_rationale"": ""The rating upgrade reflects the capacity expansion of the sugar unit and the setting up of limits for the new distillery plant which will require molasses handling and steam generation."", ""loan_purpose"": ""Sugar/Ethanol Capacity Expansion"", ""fuel_signals"": [{""signal"": ""Greenfield Project"", ""product"": ""Furnace Oil & LDO"", ""reason"": ""New manufacturing unit requires initial heating/power""}, {""signal"": ""Sugar/Distillery Unit"", ""product"": ""Bio-Fuels / Sulphur"", ""reason"": ""Sugar processing and ethanol blending""}], ""derived_products"": [""Furnace Oil & LDO"", ""Bio-Fuels / Sulphur""]}",2026-02-08 09:10:03.555142,NEW,
120,Dilip Buildcon Ltd,Credit Rating Rationale,CRISIL,https://www.crisil.com/ratings/dilip-buildcon,Bitumen & HSD,Infrastructure,63.0,90.0,No keywords,West Region,SO_WEST_01,{},"{""full_rationale"": ""The rating factors in the upcoming loan for 4-laning of NH-44 highway project in Karnataka. The project involves road widening and bituminous concreting over 120 km."", ""loan_purpose"": ""Infrastructure Development"", ""fuel_signals"": [{""signal"": ""Road Infrastructure"", ""product"": ""Bitumen & HSD"", ""reason"": ""Road construction requires Bitumen and Diesel for machinery""}], ""derived_products"": [""Bitumen & HSD""]}",2026-02-08 09:10:03.555111,NEW,
19,NTPC Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/530634_18.pdf,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new manufacturing unit at Uttar Pradesh"", ""location"": ""Uttar Pradesh"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2025-12-07 00:00:00,NEW,
40,Ultratech Cement Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/588831_39.pdf,LSHS,Industrial,61.5,60.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new power plant at Madhya Pradesh"", ""location"": ""Madhya Pradesh"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2025-11-29 00:00:00,NEW,
44,Tata Power Company Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/592121_43.pdf,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new Paint manufacturing unit at Andhra Pradesh"", ""location"": ""Andhra Pradesh"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-10-28 00:00:00,NEW,
100,Century Textiles,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/525643_100.pdf,Solvents,Industrial,61.5,60.0,Expansion [regulatory_events],West Region,SO_WEST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new chemical facility at Gujarat"", ""location"": ""Gujarat"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-09-29 00:00:00,NEW,
54,JSW Steel Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/598264_53.pdf,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new Paint manufacturing unit at Andhra Pradesh"", ""location"": ""Andhra Pradesh"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-09-13 00:00:00,NEW,
7,NTPC Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/577077_6.pdf,LSHS,Industrial,61.5,60.0,Expansion [regulatory_events],South Region,SO_SOUTH_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new power plant at Tamil Nadu"", ""location"": ""Tamil Nadu"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2025-06-21 00:00:00,NEW,
104,Tata Steel Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/509736_104.pdf,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new Paint manufacturing unit at Haryana"", ""location"": ""Haryana"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-06-09 00:00:00,NEW,
82,Century Textiles,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/561371_82.pdf,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new Paint manufacturing unit at Madhya Pradesh"", ""location"": ""Madhya Pradesh"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2025-05-27 00:00:00,NEW,
106,JSW Steel Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/589690_106.pdf,,Industrial,61.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new cement plant at Jharkhand"", ""location"": ""Jharkhand"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2025-05-22 00:00:00,NEW,
109,Bharat Petroleum Corp Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/524989_109.pdf,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",West Region,SO_WEST_01,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 750 Crore expansion project for new Paint manufacturing unit at Maharashtra"", ""location"": ""Maharashtra"", ""capacity_increase_pct"": 37.5, ""capex_cr"": 750.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 37.5}",2025-05-10 00:00:00,NEW,
107,Delhi Metro Rail Corporation,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/504096_107.pdf,,Industrial,61.5,50.0,Expansion [regulatory_events],West Region,SO_WEST_01,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new Jute processing mill at Karnataka"", ""location"": ""Karnataka"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-05-01 00:00:00,NEW,
48,Grasim Industries Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/533278_47.pdf,,Industrial,61.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 2500 Crore expansion project for new cement plant at Jharkhand"", ""location"": ""Jharkhand"", ""capacity_increase_pct"": 100, ""capex_cr"": 2500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-03-19 00:00:00,NEW,
11,Arvind Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/527219_10.pdf,,Industrial,61.5,50.0,"NIT, Expansion [regulatory_events]",Unassigned,,"{""regulatory_events"": [""NIT"", ""Expansion""]}","{""description"": ""Board approves 5000 Crore expansion project for new Paint manufacturing unit at Chhattisgarh"", ""location"": ""Chhattisgarh"", ""capacity_increase_pct"": 100, ""capex_cr"": 5000.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 100}",2025-03-04 00:00:00,NEW,
117,Reliance Industries Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/592027_117.pdf,,Industrial,61.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new Jute processing mill at Haryana"", ""location"": ""Haryana"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2025-02-20 00:00:00,NEW,
31,Tata Steel Ltd,Capacity Expansion,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/520894_30.pdf,,Industrial,61.5,50.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 500 Crore expansion project for new Jute processing mill at Jharkhand"", ""location"": ""Jharkhand"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2025-01-26 00:00:00,NEW,
68,JSW Steel Ltd,New Company Registration,MCA,https://www.zaubacorp.com/company/JSW-Steel-Ltd/U86546DE2026PTC241281,Bitumen & HSD,Industrial,60.0,75.0,No keywords,Unassigned,,{},"{""description"": ""New Registration: {company} with \u20b925.0 Cr Capital. Objects: To carry on the business of infrastructure development, road construction, highway projects."", ""location"": ""Delhi"", ""authorized_capital_cr"": 25.0, ""inferred_needs"": [""Construction Machinery""]}",2026-02-02 00:00:00,NEW,
124,GreenHorizon Agro Foods LLP,New Company Registration,MCA,https://www.zaubacorp.com/company/GREENHORIZON,HSD & LDO,Food Processing,53.0,75.0,No keywords,Unassigned,,{},"{""authorized_capital_cr"": 5.0, ""main_objects"": ""To set up cold storage facilities, food processing units, and deal in agricultural produce."", ""registration_date"": ""2026-01-20"", ""inferred_needs"": [""DG Sets and Refrigeration""]}",2026-02-08 09:10:03.581874,NEW,
123,Solaris Polyesters Pvt Ltd,New Company Registration,MCA,https://www.zaubacorp.com/company/SOLARIS-POLYESTERS,Thermic Fluid & Fuel Oil,Textiles,53.0,75.0,No keywords,Unassigned,,{},"{""authorized_capital_cr"": 50.0, ""main_objects"": ""To carry on the business of manufacturing, processing, spinning, weaving, and dealing in polyester yarns, fabrics, and synthetic fibers."", ""registration_date"": ""2026-01-15"", ""inferred_needs"": [""Thermic Fluid Heaters for dyeing/printing""]}",2026-02-08 09:10:03.581865,NEW,
10,Delhi Metro Rail Corporation,New Company Registration,MCA,https://www.zaubacorp.com/company/Delhi-Metro-Rail-Corporation/U73205CH2026PTC379664,Thermic Fluid & Fuel Oil,Industrial,50.0,75.0,No keywords,Unassigned,,{},"{""description"": ""New Registration: {company} with \u20b95.0 Cr Capital. Objects: To carry on the business of manufacturing, processing, spinning, weaving, and dealing in polyester yarns and fabrics."", ""location"": ""Chhattisgarh"", ""authorized_capital_cr"": 5.0, ""inferred_needs"": [""Thermic Fluid Heaters for dyeing/printing""]}",2026-02-02 00:00:00,NEW,
9,Vedanta Ltd,Financial Announcement,BSE,https://www.bseindia.com/xml-data/corpfiling/AttachLive/520611_8.pdf,Solvents,Industrial,48.0,80.0,Expansion [regulatory_events],Unassigned,,"{""regulatory_events"": [""Expansion""]}","{""description"": ""Board approves 1500 Crore CAPEX for 25% capacity expansion in Chemical processing"", ""location"": ""Jharkhand"", ""capacity_increase_pct"": 25.0, ""capex_cr"": 1500.0, ""fuel_impact"": ""Medium"", ""estimated_fuel_increase_pct"": 25.0}",2026-01-22 00:00:00,NEW,
